statecode,countyname,reported_propertytype,bldg_count
TX,McCulloch County,Multi-Family,8
TX,McCulloch County,Office,13
TX,McCulloch County,Retail,52
TX,McCulloch County,Specialty,4
TX,McLennan County,Flex,57
TX,McLennan County,Health Care,24
TX,McLennan County,Hospitality,42
TX,McLennan County,Industrial,552
TX,McLennan County,Multi-Family,233
TX,McLennan County,Office,413
TX,McLennan County,Retail,1177
TX,McLennan County,Specialty,115
TX,McLennan County,Sports & Entertainment,7
TX,McMullen County,Industrial,2
TX,McMullen County,Multi-Family,1
TX,McMullen County,Retail,4
TX,McMullen County,Specialty,2
TX,Medina County,Flex,4
TX,Medina County,Health Care,5
TX,Medina County,Hospitality,6
TX,Medina County,Industrial,58
TX,Medina County,Multi-Family,19
TX,Medina County,Office,73
TX,Medina County,Retail,258
TX,Medina County,Specialty,28
TX,Menard County,Hospitality,1
TX,Menard County,Multi-Family,1
TX,Menard County,Retail,5
TX,Menard County,Specialty,1
TX,Menard County,Sports & Entertainment,1
TX,Midland County,Flex,42
TX,Midland County,Health Care,17
TX,Midland County,Hospitality,21
TX,Midland County,Industrial,811
TX,Midland County,Multi-Family,116
TX,Midland County,Office,314
TX,Midland County,Retail,527
TX,Midland County,Specialty,62
TX,Midland County,Sports & Entertainment,2
TX,Milam County,Flex,2
TX,Milam County,Health Care,1
TX,Milam County,Hospitality,7
TX,Milam County,Industrial,9
TX,Milam County,Multi-Family,14
TX,Milam County,Office,28
TX,Milam County,Retail,89
TX,Milam County,Specialty,10
TX,Mills County,Hospitality,1
TX,Mills County,Industrial,4
TX,Mills County,Multi-Family,1
TX,Mills County,Office,1
TX,Mills County,Retail,20
TX,Mills County,Specialty,6
TX,Mills County,Sports & Entertainment,1
TX,Mitchell County,Hospitality,3
TX,Mitchell County,Industrial,4
TX,Mitchell County,Multi-Family,4
TX,Mitchell County,Office,7
TX,Mitchell County,Retail,29
TX,Mitchell County,Specialty,8
TX,Montague County,Flex,2
TX,Montague County,Health Care,4
TX,Montague County,Hospitality,3
TX,Montague County,Industrial,21
TX,Montague County,Multi-Family,12
TX,Montague County,Office,24
TX,Montague County,Retail,81
TX,Montague County,Specialty,14
TX,Montgomery County,Flex,222
TX,Montgomery County,Health Care,63
TX,Montgomery County,Hospitality,67
TX,Montgomery County,Industrial,1099
TX,Montgomery County,Multi-Family,273
TX,Montgomery County,Office,1171
TX,Montgomery County,Retail,2347
TX,Montgomery County,Specialty,372
TX,Montgomery County,Sports & Entertainment,28
TX,Moore County,Hospitality,5
TX,Moore County,Industrial,5
TX,Moore County,Multi-Family,4
TX,Moore County,Office,12
TX,Moore County,Retail,54
TX,Moore County,Specialty,3
TX,Morris County,Flex,3
TX,Morris County,Health Care,1
TX,Morris County,Industrial,6
TX,Morris County,Multi-Family,6
TX,Morris County,Office,11
TX,Morris County,Retail,48
TX,Morris County,Specialty,6
TX,Morris County,Sports & Entertainment,3
TX,Motley County,Health Care,1
TX,Motley County,Hospitality,1
TX,Motley County,Retail,1
TX,Nacogdoches County,Flex,2
TX,Nacogdoches County,Health Care,10
TX,Nacogdoches County,Hospitality,10
TX,Nacogdoches County,Industrial,21
TX,Nacogdoches County,Multi-Family,82
TX,Nacogdoches County,Office,62
TX,Nacogdoches County,Retail,205
TX,Nacogdoches County,Specialty,19
TX,Navarro County,Flex,7
TX,Navarro County,Health Care,8
TX,Navarro County,Hospitality,8
TX,Navarro County,Industrial,67
TX,Navarro County,Multi-Family,32
TX,Navarro County,Office,60
TX,Navarro County,Retail,235
TX,Navarro County,Specialty,32
TX,Newton County,Industrial,1
TX,Newton County,Multi-Family,1
TX,Newton County,Office,7
TX,Newton County,Retail,17
TX,Newton County,Specialty,7
TX,Nolan County,Flex,1
TX,Nolan County,Health Care,3
TX,Nolan County,Hospitality,7
TX,Nolan County,Industrial,35
TX,Nolan County,Multi-Family,10
TX,Nolan County,Office,19
TX,Nolan County,Retail,82
TX,Nolan County,Specialty,9
TX,Nueces County,Flex,73
TX,Nueces County,Health Care,41
TX,Nueces County,Hospitality,154
TX,Nueces County,Industrial,1468
TX,Nueces County,Multi-Family,414
TX,Nueces County,Office,754
TX,Nueces County,Retail,2152
TX,Nueces County,Specialty,328
TX,Nueces County,Sports & Entertainment,16
TX,Ochiltree County,Flex,1
TX,Ochiltree County,Hospitality,2
TX,Ochiltree County,Industrial,1
TX,Ochiltree County,Multi-Family,5
TX,Ochiltree County,Office,6
TX,Ochiltree County,Retail,28
TX,Ochiltree County,Specialty,3
TX,Oldham County,Hospitality,2
TX,Oldham County,Industrial,2
TX,Oldham County,Retail,8
TX,Oldham County,Specialty,3
TX,Orange County,Flex,5
TX,Orange County,Health Care,4
TX,Orange County,Hospitality,14
TX,Orange County,Industrial,99
TX,Orange County,Multi-Family,58
TX,Orange County,Office,80
TX,Orange County,Retail,319
TX,Orange County,Specialty,45
TX,Orange County,Sports & Entertainment,2
TX,Palo Pinto County,Flex,1
TX,Palo Pinto County,Health Care,2
TX,Palo Pinto County,Hospitality,8
TX,Palo Pinto County,Industrial,33
TX,Palo Pinto County,Multi-Family,18
TX,Palo Pinto County,Office,22
TX,Palo Pinto County,Retail,137
TX,Palo Pinto County,Specialty,26
TX,Palo Pinto County,Sports & Entertainment,1
TX,Panola County,Flex,1
TX,Panola County,Hospitality,5
TX,Panola County,Industrial,21
TX,Panola County,Multi-Family,9
TX,Panola County,Office,12
TX,Panola County,Retail,84
TX,Panola County,Specialty,8
TX,Parker County,Flex,54
TX,Parker County,Health Care,13
TX,Parker County,Hospitality,23
TX,Parker County,Industrial,256
TX,Parker County,Multi-Family,66
TX,Parker County,Office,245
TX,Parker County,Retail,556
TX,Parker County,Specialty,87
TX,Parker County,Sports & Entertainment,4
TX,Parmer County,Industrial,3
TX,Parmer County,Office,2
TX,Parmer County,Retail,13
TX,Parmer County,Specialty,3
TX,Pecos County,Health Care,1
TX,Pecos County,Hospitality,9
TX,Pecos County,Industrial,15
TX,Pecos County,Multi-Family,7
TX,Pecos County,Office,22
TX,Pecos County,Retail,67
TX,Pecos County,Specialty,6
TX,Polk County,Flex,7
TX,Polk County,Health Care,2
TX,Polk County,Hospitality,9
TX,Polk County,Industrial,23
TX,Polk County,Multi-Family,15
TX,Polk County,Office,45
TX,Polk County,Retail,161
TX,Polk County,Specialty,20
TX,Potter County,Flex,18
TX,Potter County,Health Care,18
TX,Potter County,Hospitality,57
TX,Potter County,Industrial,304
TX,Potter County,Multi-Family,94
TX,Potter County,Office,304
TX,Potter County,Retail,658
TX,Potter County,Specialty,54
TX,Potter County,Sports & Entertainment,1
TX,Presidio County,Hospitality,1
TX,Presidio County,Industrial,3
TX,Presidio County,Multi-Family,3
TX,Presidio County,Office,2
TX,Presidio County,Retail,22
TX,Presidio County,Specialty,1
TX,Rains County,Hospitality,4
TX,Rains County,Industrial,17
TX,Rains County,Multi-Family,10
TX,Rains County,Office,7
TX,Rains County,Retail,52
TX,Rains County,Specialty,10
TX,Rains County,Sports & Entertainment,1
TX,Randall County,Flex,24
TX,Randall County,Health Care,4
TX,Randall County,Hospitality,4
TX,Randall County,Industrial,146
TX,Randall County,Multi-Family,97
TX,Randall County,Office,143
TX,Randall County,Retail,394
TX,Randall County,Specialty,34
TX,Randall County,Sports & Entertainment,6
TX,Reagan County,Hospitality,3
TX,Reagan County,Industrial,4
TX,Reagan County,Multi-Family,1
TX,Reagan County,Office,2
TX,Reagan County,Retail,12
TX,Reagan County,Specialty,1
TX,Real County,Health Care,2
TX,Real County,Hospitality,4
TX,Real County,Industrial,2
TX,Real County,Multi-Family,1
TX,Real County,Office,2
TX,Real County,Retail,16
TX,Real County,Specialty,2
TX,Red River County,Flex,2
TX,Red River County,Health Care,1
TX,Red River County,Industrial,5
TX,Red River County,Multi-Family,10
TX,Red River County,Office,12
TX,Red River County,Retail,64
TX,Red River County,Specialty,29
TX,Reeves County,Hospitality,13
TX,Reeves County,Industrial,31
TX,Reeves County,Multi-Family,5
TX,Reeves County,Office,9
TX,Reeves County,Retail,28
TX,Reeves County,Specialty,8
TX,Refugio County,Hospitality,1
TX,Refugio County,Industrial,4
TX,Refugio County,Multi-Family,3
TX,Refugio County,Office,4
TX,Refugio County,Retail,38
TX,Refugio County,Specialty,6
TX,Roberts County,Retail,2
TX,Roberts County,Specialty,1
TX,Robertson County,Flex,1
TX,Robertson County,Hospitality,6
TX,Robertson County,Industrial,15
TX,Robertson County,Multi-Family,8
TX,Robertson County,Office,17
TX,Robertson County,Retail,72
TX,Robertson County,Specialty,8
TX,Rockwall County,Flex,41
TX,Rockwall County,Health Care,18
TX,Rockwall County,Hospitality,7
TX,Rockwall County,Industrial,116
TX,Rockwall County,Multi-Family,22
TX,Rockwall County,Office,221
TX,Rockwall County,Retail,398
TX,Rockwall County,Specialty,39
TX,Rockwall County,Sports & Entertainment,1
TX,Runnels County,Health Care,2
TX,Runnels County,Hospitality,1
TX,Runnels County,Industrial,14
TX,Runnels County,Multi-Family,4
TX,Runnels County,Office,19
TX,Runnels County,Retail,42
TX,Runnels County,Specialty,5
TX,Rusk County,Flex,3
TX,Rusk County,Health Care,2
TX,Rusk County,Hospitality,5
TX,Rusk County,Industrial,26
TX,Rusk County,Multi-Family,26
TX,Rusk County,Office,47
TX,Rusk County,Retail,122
TX,Rusk County,Specialty,17
TX,Sabine County,Hospitality,1
TX,Sabine County,Industrial,2
TX,Sabine County,Office,8
TX,Sabine County,Retail,26
TX,Sabine County,Specialty,8
TX,San Augustine County,Health Care,1
TX,San Augustine County,Industrial,1
TX,San Augustine County,Multi-Family,2
TX,San Augustine County,Office,3
TX,San Augustine County,Retail,30
TX,San Augustine County,Specialty,5
TX,San Jacinto County,Flex,1
TX,San Jacinto County,Industrial,6
TX,San Jacinto County,Multi-Family,7
TX,San Jacinto County,Office,5
TX,San Jacinto County,Retail,52
TX,San Jacinto County,Specialty,16
TX,San Jacinto County,Sports & Entertainment,2
TX,San Patricio County,Flex,7
TX,San Patricio County,Health Care,7
TX,San Patricio County,Hospitality,25
TX,San Patricio County,Industrial,72
TX,San Patricio County,Multi-Family,78
TX,San Patricio County,Office,77
TX,San Patricio County,Retail,369
TX,San Patricio County,Specialty,66
TX,San Patricio County,Sports & Entertainment,1
TX,San Saba County,Health Care,3
TX,San Saba County,Hospitality,5
TX,San Saba County,Industrial,5
TX,San Saba County,Multi-Family,1
TX,San Saba County,Office,9
TX,San Saba County,Retail,19
TX,San Saba County,Specialty,3
TX,Schleicher County,Hospitality,1
TX,Schleicher County,Industrial,2
TX,Schleicher County,Retail,4
TX,Scurry County,Flex,3
TX,Scurry County,Hospitality,6
TX,Scurry County,Industrial,42
TX,Scurry County,Multi-Family,13
TX,Scurry County,Office,27
TX,Scurry County,Retail,78
TX,Scurry County,Specialty,5
TX,Scurry County,Sports & Entertainment,2
TX,Shackelford County,Hospitality,2
TX,Shackelford County,Industrial,1
TX,Shackelford County,Multi-Family,1
TX,Shackelford County,Office,2
TX,Shackelford County,Retail,10
TX,Shackelford County,Specialty,1
TX,Shelby County,Flex,3
TX,Shelby County,Health Care,3
TX,Shelby County,Hospitality,6
TX,Shelby County,Industrial,17
TX,Shelby County,Multi-Family,5
TX,Shelby County,Office,35
TX,Shelby County,Retail,70
TX,Shelby County,Specialty,12
TX,Sherman County,Industrial,1
TX,Sherman County,Retail,5
TX,Sherman County,Specialty,1
TX,Smith County,Flex,69
TX,Smith County,Health Care,20
TX,Smith County,Hospitality,33
TX,Smith County,Industrial,331
TX,Smith County,Multi-Family,158
TX,Smith County,Office,531
TX,Smith County,Retail,882
TX,Smith County,Specialty,101
TX,Smith County,Sports & Entertainment,8
TX,Somervell County,Health Care,1
TX,Somervell County,Hospitality,10
TX,Somervell County,Industrial,9
TX,Somervell County,Multi-Family,3
TX,Somervell County,Office,9
TX,Somervell County,Retail,63
TX,Somervell County,Specialty,7
TX,Starr County,Flex,1
TX,Starr County,Health Care,2
TX,Starr County,Hospitality,1
TX,Starr County,Industrial,7
TX,Starr County,Multi-Family,19
TX,Starr County,Office,24
TX,Starr County,Retail,123
TX,Starr County,Specialty,8
TX,Stephens County,Flex,1
TX,Stephens County,Hospitality,2
TX,Stephens County,Industrial,7
TX,Stephens County,Multi-Family,5
TX,Stephens County,Office,10
TX,Stephens County,Retail,44
TX,Stephens County,Specialty,6
TX,Sterling County,Hospitality,2
TX,Sterling County,Industrial,2
TX,Sterling County,Retail,4
TX,Stonewall County,Hospitality,1
TX,Stonewall County,Retail,3
TX,Stonewall County,Specialty,2
TX,Sutton County,Hospitality,3
TX,Sutton County,Industrial,3
TX,Sutton County,Multi-Family,1
TX,Sutton County,Office,4
TX,Sutton County,Retail,14
TX,Sutton County,Specialty,2
TX,Swisher County,Hospitality,2
TX,Swisher County,Industrial,5
TX,Swisher County,Multi-Family,3
TX,Swisher County,Office,3
TX,Swisher County,Retail,35
TX,Swisher County,Specialty,2
TX,Tarrant County,Flex,1764
TX,Tarrant County,Health Care,254
TX,Tarrant County,Hospitality,328
TX,Tarrant County,Industrial,4556
TX,Tarrant County,Multi-Family,1546
TX,Tarrant County,Office,4700
TX,Tarrant County,Retail,10125
TX,Tarrant County,Specialty,1288
TX,Tarrant County,Sports & Entertainment,66
TX,Taylor County,Flex,43
TX,Taylor County,Health Care,15
TX,Taylor County,Hospitality,32
TX,Taylor County,Industrial,202
TX,Taylor County,Multi-Family,87
TX,Taylor County,Office,213
TX,Taylor County,Retail,656
TX,Taylor County,Specialty,57
TX,Taylor County,Sports & Entertainment,7
TX,Terrell County,Retail,3
TX,Terry County,Flex,2
TX,Terry County,Health Care,1
TX,Terry County,Hospitality,3
TX,Terry County,Industrial,23
TX,Terry County,Multi-Family,4
TX,Terry County,Office,19
TX,Terry County,Retail,55
TX,Terry County,Specialty,5
TX,Terry County,Sports & Entertainment,1
TX,Throckmorton County,Hospitality,1
TX,Throckmorton County,Industrial,1
TX,Throckmorton County,Retail,2
TX,Throckmorton County,Specialty,4
TX,Titus County,Flex,9
TX,Titus County,Health Care,6
TX,Titus County,Hospitality,8
TX,Titus County,Industrial,33
TX,Titus County,Multi-Family,17
TX,Titus County,Office,64
TX,Titus County,Retail,133
TX,Titus County,Specialty,12
TX,Titus County,Sports & Entertainment,1
TX,Tom Green County,Flex,12
TX,Tom Green County,Health Care,9
TX,Tom Green County,Hospitality,25
TX,Tom Green County,Industrial,126
TX,Tom Green County,Multi-Family,84
TX,Tom Green County,Office,181
TX,Tom Green County,Retail,474
TX,Tom Green County,Specialty,38
TX,Tom Green County,Sports & Entertainment,2
TX,Travis County,Flex,477
TX,Travis County,General Retail,2
TX,Travis County,Health Care,105
TX,Travis County,Hospitality,253
TX,Travis County,Industrial,2440
TX,Travis County,Multi-Family,1988
TX,Travis County,Office,3725
TX,Travis County,Retail,6117
TX,Travis County,Specialty,676
TX,Travis County,Sports & Entertainment,27
TX,Trinity County,Flex,2
TX,Trinity County,Health Care,2
TX,Trinity County,Hospitality,1
TX,Trinity County,Industrial,10
TX,Trinity County,Multi-Family,3
TX,Trinity County,Office,10
TX,Trinity County,Retail,40
TX,Trinity County,Specialty,8
TX,Tyler County,Flex,1
TX,Tyler County,Health Care,2
TX,Tyler County,Industrial,6
TX,Tyler County,Multi-Family,4
TX,Tyler County,Office,10
TX,Tyler County,Retail,59
TX,Tyler County,Specialty,15
TX,Upshur County,Flex,2
TX,Upshur County,Health Care,3
TX,Upshur County,Hospitality,1
TX,Upshur County,Industrial,9
TX,Upshur County,Multi-Family,7
TX,Upshur County,Office,14
TX,Upshur County,Retail,77
TX,Upshur County,Specialty,31
TX,Upshur County,Sports & Entertainment,2
TX,Upton County,Industrial,1
TX,Upton County,Office,1
TX,Upton County,Retail,5
TX,Upton County,Specialty,1
TX,Uvalde County,Flex,1
TX,Uvalde County,Health Care,2
TX,Uvalde County,Hospitality,4
TX,Uvalde County,Industrial,14
TX,Uvalde County,Multi-Family,16
TX,Uvalde County,Office,29
TX,Uvalde County,Retail,131
TX,Uvalde County,Specialty,11
TX,Val Verde County,Flex,1
TX,Val Verde County,Health Care,2
TX,Val Verde County,Hospitality,13
TX,Val Verde County,Industrial,23
TX,Val Verde County,Multi-Family,17
TX,Val Verde County,Office,40
TX,Val Verde County,Retail,149
TX,Val Verde County,Specialty,7
TX,Val Verde County,Sports & Entertainment,1
TX,Van Zandt County,Flex,9
TX,Van Zandt County,Health Care,7
TX,Van Zandt County,Hospitality,13
TX,Van Zandt County,Industrial,38
TX,Van Zandt County,Multi-Family,13
TX,Van Zandt County,Office,37
TX,Van Zandt County,Retail,193
TX,Van Zandt County,Specialty,31
TX,Van Zandt County,Sports & Entertainment,1
TX,Victoria County,Flex,11
TX,Victoria County,Health Care,10
TX,Victoria County,Hospitality,23
TX,Victoria County,Industrial,135
TX,Victoria County,Multi-Family,69
TX,Victoria County,Office,125
TX,Victoria County,Retail,366
TX,Victoria County,Specialty,36
TX,Victoria County,Sports & Entertainment,3
TX,Walker County,Flex,13
TX,Walker County,Health Care,4
TX,Walker County,Hospitality,7
TX,Walker County,Industrial,46
TX,Walker County,Multi-Family,83
TX,Walker County,Office,81
TX,Walker County,Retail,218
TX,Walker County,Specialty,41
TX,Walker County,Sports & Entertainment,2
TX,Waller County,Flex,16
TX,Waller County,Health Care,1
TX,Waller County,Hospitality,3
TX,Waller County,Industrial,196
TX,Waller County,Multi-Family,50
TX,Waller County,Office,58
TX,Waller County,Retail,144
TX,Waller County,Specialty,25
TX,Waller County,Sports & Entertainment,3
TX,Ward County,Flex,3
TX,Ward County,Hospitality,6
TX,Ward County,Industrial,41
TX,Ward County,Multi-Family,4
TX,Ward County,Office,12
TX,Ward County,Retail,32
TX,Ward County,Specialty,8
TX,Washington County,Flex,2
TX,Washington County,Health Care,3
TX,Washington County,Hospitality,15
TX,Washington County,Industrial,61
TX,Washington County,Multi-Family,33
TX,Washington County,Office,57
TX,Washington County,Retail,180
TX,Washington County,Specialty,21
TX,Webb County,Flex,9
TX,Webb County,Health Care,12
TX,Webb County,Hospitality,33
TX,Webb County,Industrial,824
TX,Webb County,Multi-Family,110
TX,Webb County,Office,190
TX,Webb County,Retail,687
TX,Webb County,Specialty,31
TX,Webb County,Sports & Entertainment,3
TX,Wharton County,Flex,4
TX,Wharton County,Health Care,7
TX,Wharton County,Hospitality,5
TX,Wharton County,Industrial,35
TX,Wharton County,Multi-Family,17
TX,Wharton County,Office,43
TX,Wharton County,Retail,176
TX,Wharton County,Specialty,17
TX,Wharton County,Sports & Entertainment,1
TX,Wheeler County,Flex,2
TX,Wheeler County,Health Care,1
TX,Wheeler County,Hospitality,5
TX,Wheeler County,Industrial,5
TX,Wheeler County,Multi-Family,2
TX,Wheeler County,Office,2
TX,Wheeler County,Retail,21
TX,Wheeler County,Specialty,4
TX,Wichita County,Flex,18
TX,Wichita County,Health Care,11
TX,Wichita County,Hospitality,26
TX,Wichita County,Industrial,164
TX,Wichita County,Multi-Family,93
TX,Wichita County,Office,189
TX,Wichita County,Retail,614
TX,Wichita County,Specialty,47
TX,Wichita County,Sports & Entertainment,1
TX,Wilbarger County,Flex,1
TX,Wilbarger County,Health Care,1
TX,Wilbarger County,Hospitality,4
TX,Wilbarger County,Industrial,8
